canal,url_canal,nome_video,url_video,data_visualizacao,part_of_day,year,month,day,day_name
Professor José de Assis,https://www.youtube.com/channel/UCySbdH4Tt_l5W4gQJrNqm-Q,📂 Curso GIT e GITHUB - Comandos básicos (init status add commit log)Professor José de Assis24 de fev. de 2021 21:08:46 BRT,https://www.youtube.com/watch?v=v8-4rI0cJXE,2021-02-24 21:08:46,Night,2021,February,24,Wednesday
Ariel Dias,https://www.youtube.com/channel/UCgwc_yFxC4m090zp7Jpg7EA,Criar repositório no GitHub e enviar arquivoAriel Dias24 de fev. de 2021 19:12:18 BRT,https://www.youtube.com/watch?v=JO3LTx0hmCQ,2021-02-24 19:12:18,Evening,2021,February,24,Wednesday
Tiësto,https://www.youtube.com/channel/UCPk3RMMXAfLhMJPFpQhye9g,Tiësto & Sevenn - BOOM (Official Video)Tiësto24 de fev. de 2021 18:03:43 BRT,https://www.youtube.com/watch?v=tSJSVmfaMCs,2021-02-24 18:03:43,Evening,2021,February,24,Wednesday
Teteu Tutors,https://www.youtube.com/channel/UCUcgN5QQjBamRC2_7BTAZng,Como instalar todas as versões do Microsoft Visual C++ no PCTeteu Tutors24 de fev. de 2021 18:03:20 BRT,https://www.youtube.com/watch?v=waNFV7xxXYo,2021-02-24 18:03:20,Evening,2021,February,24,Wednesday
Tutoriais para Tudo,https://www.youtube.com/channel/UCk-qcTjOJfc_0RXbQwlkZ-Q,Como Deixar o PC Mais Rápido Desinstalando Programas Que Você Não Usa! (Para Todos os Windows!)Tutoriais para Tudo24 de fev. de 2021 17:58:38 BRT,https://www.youtube.com/watch?v=Ow23f_2Xhfg,2021-02-24 17:58:38,Evening,2021,February,24,Wednesday
Maxon,https://www.youtube.com/channel/UCWhRfxKSqHU8hjx7mbmKVxA,"Maxon 3D & Motion Design Show 2021 - March 17, 8:30 a.m. PDTMaxon24 de fev. de 2021 17:45:35 BRT",https://www.youtube.com/watch?v=kwvjV-FOUJk,2021-02-24 17:45:35,Evening,2021,February,24,Wednesday
Ghost Play,https://www.youtube.com/channel/UCCwePnrMwpibrDJ6dfhArxw,Como desinstalar programas no WINDOWS 10Ghost Play24 de fev. de 2021 17:28:32 BRT,https://www.youtube.com/watch?v=cN77O4LnJzo,2021-02-24 17:28:32,Evening,2021,February,24,Wednesday
Mundo de TI,https://www.youtube.com/channel/UCVNlFXInUJuF8uzUeDuYCIQ,GitHub Básico #1 - Criar e Excluir um REPOSITÓRIO no GitHubMundo de TI24 de fev. de 2021 16:54:51 BRT,https://www.youtube.com/watch?v=bn4CMzJa0UM,2021-02-24 16:54:51,Noon,2021,February,24,Wednesday
Roberto Natividade,https://www.youtube.com/channel/UCAbz4YyCIWjRkxZSHtl7LBA,Como excluir um repositório de maneira fácil no GitHub!Roberto Natividade24 de fev. de 2021 16:43:30 BRT,https://www.youtube.com/watch?v=WCabAKcH-uU,2021-02-24 16:43:30,Noon,2021,February,24,Wednesday
Eu sou o Crys,https://www.youtube.com/channel/UCq-HEKdwH-lObTMvnkW6NVA,Como Enviar um Projeto para o GitHub Rápido e Fácil (Tutorial Windows)Eu sou o Crys24 de fev. de 2021 13:09:40 BRT,https://www.youtube.com/watch?v=aINs3ouaoJk,2021-02-24 13:09:40,Noon,2021,February,24,Wednesday
Jeterson Lordano,https://www.youtube.com/channel/UCCNcpAaReCIELrQnsXX11kw,Como enviar um projeto para o GitHub? (SEM ENROLAÇÃO)Jeterson Lordano24 de fev. de 2021 12:41:56 BRT,https://www.youtube.com/watch?v=O2DFKHla80A,2021-02-24 12:41:56,Morning,2021,February,24,Wednesday
williamazarado,https://www.youtube.com/channel/UC5swLj6Ea4KXgy1IL4iJaAg,Criar rede no Windows 10 do início ao fim.williamazarado24 de fev. de 2021 12:09:16 BRT,https://www.youtube.com/watch?v=X5SyJiaw7Dk,2021-02-24 12:09:16,Morning,2021,February,24,Wednesday
Professor José de Assis,https://www.youtube.com/channel/UCySbdH4Tt_l5W4gQJrNqm-Q,📂 Curso GIT e GITHUB - Como criar um repositório no GITHUB e clonar no WindowsProfessor José de Assis24 de fev. de 2021 12:05:10 BRT,https://www.youtube.com/watch?v=h1-XZ9Kh1H4,2021-02-24 12:05:10,Morning,2021,February,24,Wednesday
Big Open Source Sibling,https://www.youtube.com/channel/UCQxKAvq-QLq57dqGYI_TuFw,[ChatBoss 1.3] Contribuindo pra um projeto open source na práticaBig Open Source Sibling24 de fev. de 2021 11:56:01 BRT,https://www.youtube.com/watch?v=UdDaeMCC0Jw,2021-02-24 11:56:01,Morning,2021,February,24,Wednesday
Big Open Source Sibling,https://www.youtube.com/channel/UCQxKAvq-QLq57dqGYI_TuFw,[ChatBoss 1.2] Introdução ao Git e contribuição colaborativaBig Open Source Sibling24 de fev. de 2021 11:22:31 BRT,https://www.youtube.com/watch?v=hBu6fYH07nQ,2021-02-24 11:22:31,Morning,2021,February,24,Wednesday
Reality On,https://www.youtube.com/channel/UC61VVXOviu4gzMXB94oIkCw,"HADSON (BBB20) ESPERANDO 1,5 DE SEGUIDORES, E O RESULTADO FOI CONSTRANGEDORReality On24 de fev. de 2021 01:34:16 BRT",https://www.youtube.com/watch?v=9UpFW71LFjI,2021-02-24 01:34:16,Late Night,2021,February,24,Wednesday
Oliver Cortes,https://www.youtube.com/channel/UCKTFuDPcp5B6PwvfbCf9L1Q,COMPILAÇÃO-MELHORES MOMENTOS DILERAOliver Cortes24 de fev. de 2021 01:33:25 BRT,https://www.youtube.com/watch?v=sYzPBegxHpw,2021-02-24 01:33:25,Late Night,2021,February,24,Wednesday
CanalCanalha,https://www.youtube.com/channel/UCPHXtOVmjvbP9OJihsd7gCg,"O ENCONTRO DE ALEK FUMASA, DILEIRA & PSIU - TOURETTCAST #1CanalCanalha24 de fev. de 2021 01:30:10 BRT",https://www.youtube.com/watch?v=4zD9ZqRSveo,2021-02-24 01:30:10,Late Night,2021,February,24,Wednesday
Cortes do Flow [OFICIAL],https://www.youtube.com/channel/UC3uYvpJ3J6oNoNYRXfZXjEw,DILERA EXPLICA A SINDROME DE TOURETTE | Cortes do FlowCortes do Flow [OFICIAL]24 de fev. de 2021 01:29:45 BRT,https://www.youtube.com/watch?v=QoBpFX4geNY,2021-02-24 01:29:45,Late Night,2021,February,24,Wednesday
Cortes do Flow [OFICIAL],https://www.youtube.com/channel/UC3uYvpJ3J6oNoNYRXfZXjEw,FAZER O TOURETTE CAST COM O PSIU E DILERA | Cortes do FlowCortes do Flow [OFICIAL]24 de fev. de 2021 01:28:07 BRT,https://www.youtube.com/watch?v=6hiI9pXh4YM,2021-02-24 01:28:07,Late Night,2021,February,24,Wednesday
Flow Compilações,https://www.youtube.com/channel/UC0_1E6vJ0cB6XWyKEhWrjsA,DILERA NO FLOW | MELHORES MOMENTOSFlow Compilações24 de fev. de 2021 01:27:48 BRT,https://www.youtube.com/watch?v=rHL83oSCaDc,2021-02-24 01:27:48,Late Night,2021,February,24,Wednesday
Canal do Psiu,https://www.youtube.com/channel/UCc248bHXD7Nnd9mTCw5RydA,Quem controla melhor a Tourette? Quem fizer tic primeiro perde com @DileraCanal do Psiu24 de fev. de 2021 01:24:33 BRT,https://www.youtube.com/watch?v=sJWsSt5QifI,2021-02-24 01:24:33,Late Night,2021,February,24,Wednesday
The Noite com Danilo Gentili,https://www.youtube.com/channel/UCEWOoncsrmirqnFqxer9lmA,Entrevista com Dilera | The Noite (30/09/20)The Noite com Danilo Gentili24 de fev. de 2021 01:14:08 BRT,https://www.youtube.com/watch?v=i_kwJt12AFw,2021-02-24 01:14:08,Late Night,2021,February,24,Wednesday
Flow Podcast,https://www.youtube.com/channel/UC4ncvgh5hFr5O83MH7-jRJg,DILERA - Flow Podcast #134Flow Podcast24 de fev. de 2021 01:03:49 BRT,https://www.youtube.com/watch?v=YdpzHlGau9o,2021-02-24 01:03:49,Late Night,2021,February,24,Wednesday
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Criando o primeiro Repositório - Curso de Git e GitHubCurso em Vídeo24 de fev. de 2021 00:42:37 BRT,https://www.youtube.com/watch?v=5BYm7UdCrX0,2021-02-24 00:42:37,Late Night,2021,February,24,Wednesday
Professor José de Assis,https://www.youtube.com/channel/UCySbdH4Tt_l5W4gQJrNqm-Q,📂 Curso GIT e GITHUB - Como instalar e configurar o GIT no windowsProfessor José de Assis24 de fev. de 2021 00:21:42 BRT,https://www.youtube.com/watch?v=SOxafinthys,2021-02-24 00:21:42,Late Night,2021,February,24,Wednesday
Flow Compilações,https://www.youtube.com/channel/UC0_1E6vJ0cB6XWyKEhWrjsA,DILERA NO FLOW | MELHORES MOMENTOSFlow Compilações23 de fev. de 2021 20:07:53 BRT,https://www.youtube.com/watch?v=rHL83oSCaDc,2021-02-23 20:07:53,Evening,2021,February,23,Tuesday
Flow Podcast,https://www.youtube.com/channel/UC4ncvgh5hFr5O83MH7-jRJg,DILERA - Flow Podcast #275Flow Podcast23 de fev. de 2021 19:55:00 BRT,https://www.youtube.com/watch?v=Q3ES57LxWFE,2021-02-23 19:55:00,Evening,2021,February,23,Tuesday
Centro Cultural Grande Bom Jardim,https://www.youtube.com/channel/UC37W8tTphfoxr0TF4GGdSXA,Masterclass da Cultura Digital | Nina da Hora apresenta Pensamento Computacional e Cidadania DigitalCentro Cultural Grande Bom Jardim22 de fev. de 2021 20:58:22 BRT,https://www.youtube.com/watch?v=Fu951c8ZmG8,2021-02-22 20:58:22,Evening,2021,February,22,Monday
pythonbrasil,https://www.youtube.com/channel/UCiCQrFh8ckR_LXQyOAsOZiw,[PyBr2020] Trilha PEP20 - Quinta-feira - Dia 05/11 #pybr2020 15pythonbrasil22 de fev. de 2021 20:34:43 BRT,https://www.youtube.com/watch?v=pB5tYMywt44,2021-02-22 20:34:43,Evening,2021,February,22,Monday
Willian Justen Cursos,https://www.youtube.com/channel/UCa12brLWzCqnxN0KOyjfmJQ,20. Criando um branch - Git e Github para IniciantesWillian Justen Cursos22 de fev. de 2021 20:19:09 BRT,https://www.youtube.com/watch?v=naNaoSIWsDA,2021-02-22 20:19:09,Evening,2021,February,22,Monday
Ana no Terminal,https://www.youtube.com/channel/UCjBDPBy_A8bUnyiXQrwyuxg,Introdução à Programação com Python - Parte 2Ana no Terminal22 de fev. de 2021 19:59:56 BRT,https://www.youtube.com/watch?v=Sv05zt9X9n4,2021-02-22 19:59:56,Evening,2021,February,22,Monday
Ana no Terminal,https://www.youtube.com/channel/UCjBDPBy_A8bUnyiXQrwyuxg,Introdução à Programação com Python - Parte 1Ana no Terminal22 de fev. de 2021 12:57:30 BRT,https://www.youtube.com/watch?v=fRTYkia3ysk,2021-02-22 12:57:30,Morning,2021,February,22,Monday
Big Open Source Sibling,https://www.youtube.com/channel/UCQxKAvq-QLq57dqGYI_TuFw,[ChatBoss 1.3] Contribuindo pra um projeto open source na práticaBig Open Source Sibling20 de fev. de 2021 22:01:57 BRT,https://www.youtube.com/watch?v=UdDaeMCC0Jw,2021-02-20 22:01:57,Night,2021,February,20,Saturday
Metaforando,https://www.youtube.com/channel/UCh7TUTXojlE8vRtb-EnuDzw,Deputada Flordelis feliz pela morte do Marido? (Análise de Linguagem Corporal - Metaforando)Metaforando20 de fev. de 2021 00:46:39 BRT,https://www.youtube.com/watch?v=m9VSP82PEPI,2021-02-20 00:46:39,Late Night,2021,February,20,Saturday
Metaforando,https://www.youtube.com/channel/UCh7TUTXojlE8vRtb-EnuDzw,Anderson do Molejo e MC Maylon: Quem está MENTINDO? (Análise de Linguagem Corporal Metaforando)Metaforando19 de fev. de 2021 23:56:41 BRT,https://www.youtube.com/watch?v=r-VjP722ZPc,2021-02-19 23:56:41,Night,2021,February,19,Friday
Cortes Podpah [OFICIAL],https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA,AMAURY JUNIOR E FREDDIE MERCURY PRATEADOCortes Podpah [OFICIAL]19 de fev. de 2021 23:56:28 BRT,https://www.youtube.com/watch?v=KW0jTcU8ee0,2021-02-19 23:56:28,Night,2021,February,19,Friday
Gustavo Figueiredo Oficial ✔️,https://www.youtube.com/channel/UCQpPkKx5YgBEJXZ5XTeSyEw,Caio do BBB21 contando a história de quando ele foi assaltado! #BBB21Gustavo Figueiredo Oficial ✔️19 de fev. de 2021 23:54:30 BRT,https://www.youtube.com/watch?v=mIFYpfwuUQA,2021-02-19 23:54:30,Night,2021,February,19,Friday
Chiques e Famosos,https://www.youtube.com/channel/UClOc8WkLgFyCDXowsiac7Yg,Globo é condenada a indenizar manicure que ganhou prêmios no Caldeirão do HuckChiques e Famosos19 de fev. de 2021 11:34:37 BRT,https://www.youtube.com/watch?v=MrFcBMMOW34,2021-02-19 11:34:37,Morning,2021,February,19,Friday
Brunão Leonardi,https://www.youtube.com/channel/UC85lzaH8Mn_oufpIe0XvyUg,Luciano Huck Conversando com Sr. Vicente de Goiânia.Brunão Leonardi19 de fev. de 2021 11:31:04 BRT,https://www.youtube.com/watch?v=VudtPG6WVVg,2021-02-19 11:31:04,Morning,2021,February,19,Friday
Josi Albuquerque,https://www.youtube.com/channel/UCoAd3umK_5GqSkJ0NJwOWag,20150922 140652Josi Albuquerque19 de fev. de 2021 11:30:48 BRT,https://www.youtube.com/watch?v=UkMvCdiEAOw,2021-02-19 11:30:48,Morning,2021,February,19,Friday
Jovem casal,https://www.youtube.com/channel/UCV9jI6wsvhQfzpVlvCbE2qg,O dia em que o QUADRO LATA VELHA foi DESMASCARADOJovem casal19 de fev. de 2021 11:30:19 BRT,https://www.youtube.com/watch?v=zdQZvJU3wjU,2021-02-19 11:30:19,Morning,2021,February,19,Friday
Paulo Jr,https://www.youtube.com/channel/UCs8JS_9zOuenUW2lSwO_yaQ,Caldeirão do Huck-Mandando BemPaulo Jr19 de fev. de 2021 11:29:24 BRT,https://www.youtube.com/watch?v=Kqrup8K4yo8,2021-02-19 11:29:24,Morning,2021,February,19,Friday
Band TV Goiânia,https://www.youtube.com/channel/UCT1oZkCOZlftbIZxjjLf4BA,#FalaGoiás - Irmãs vendem tapiocas e esbanjam alegria nas ruas de Goiânia (29/03/2018)Band TV Goiânia19 de fev. de 2021 11:26:30 BRT,https://www.youtube.com/watch?v=KzX-3qfaDRM,2021-02-19 11:26:30,Morning,2021,February,19,Friday
Tapioca das Pretas,https://www.youtube.com/channel/UCxVWW1z5F1OIosvsV_GuSkg,Alguém lembra de nossa entrada no palco do @caldeiraodohuckTapioca das Pretas19 de fev. de 2021 11:24:23 BRT,https://www.youtube.com/watch?v=U6P6m5hMw9Y,2021-02-19 11:24:23,Morning,2021,February,19,Friday
Roque Santos,https://www.youtube.com/channel/UCW-gDheNFSvKj5ebRQUVuwQ,"TAPIOCA DAS PRETAS , EM GOIÂNIA-GORoque Santos19 de fev. de 2021 11:23:06 BRT",https://www.youtube.com/watch?v=IdtreAAD6VM,2021-02-19 11:23:06,Morning,2021,February,19,Friday
Canal 90,https://www.youtube.com/channel/UCAmiE11hyW3iPdtQ9clqvtg,AS PESSOAS MAIS ATRAPALHADAS DA TV! #6Canal 9018 de fev. de 2021 22:55:46 BRT,https://www.youtube.com/watch?v=fRTf7BBhINY,2021-02-18 22:55:46,Night,2021,February,18,Thursday
Celso Russomanno,https://www.youtube.com/channel/UCs4By9r5hlHNNv4-o8_xsJg,123 IMPORTADOS: JUIZ AUTORIZA A VENDA DE BENS PARA PAGAR CONSUMIDORES.Celso Russomanno18 de fev. de 2021 22:55:24 BRT,https://www.youtube.com/watch?v=LQ9x9kVFpf4,2021-02-18 22:55:24,Night,2021,February,18,Thursday
Sinuca Resenha,https://www.youtube.com/channel/UCIX3CzdydaBMtiA8o1OFY2A,Momento do Assalto em Piracicaba!! Lamentável (jogo de sinuca)Sinuca Resenha18 de fev. de 2021 22:53:48 BRT,https://www.youtube.com/watch?v=_4ykVUEArXU,2021-02-18 22:53:48,Night,2021,February,18,Thursday
evanilson & Júnior e,https://www.youtube.com/channel/UCjObFSAC7n9BLMljoqDg2og,Mahmoud e kaysar conversam em árabe e levam bronca da produção. (Boninho da bronca BBB 18).evanilson & Júnior e18 de fev. de 2021 22:52:59 BRT,https://www.youtube.com/watch?v=3KIPcbn5W7w,2021-02-18 22:52:59,Night,2021,February,18,Thursday
Rubro Negro Pilhado,https://www.youtube.com/channel/UCw6B009h51bAnJ5TdmA6hCg,NEM O GABIGOL AGUENTA MAIS O ROGÉRIO CENIRubro Negro Pilhado18 de fev. de 2021 22:49:38 BRT,https://www.youtube.com/watch?v=--9PUfUZHEA,2021-02-18 22:49:38,Night,2021,February,18,Thursday
Big Open Source Sibling,https://www.youtube.com/channel/UCQxKAvq-QLq57dqGYI_TuFw,[ChatBoss 1.2] Introdução ao Git e contribuição colaborativaBig Open Source Sibling18 de fev. de 2021 22:22:19 BRT,https://www.youtube.com/watch?v=hBu6fYH07nQ,2021-02-18 22:22:19,Night,2021,February,18,Thursday
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,FUNÇÕES em PYTHON | Introdução à Programação #12Programação Dinâmica18 de fev. de 2021 21:31:49 BRT,https://www.youtube.com/watch?v=7hJntZxux0M,2021-02-18 21:31:49,Night,2021,February,18,Thursday
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Do medo à confiança: A tímida que ama falar em público | Lena Souza | TEDxBomRetiroTEDx Talks18 de fev. de 2021 21:15:25 BRT,https://www.youtube.com/watch?v=fEZ_u8o6i98,2021-02-18 21:15:25,Night,2021,February,18,Thursday
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Você sente orgulho do código que produz?Eduardo Mendes18 de fev. de 2021 20:51:35 BRT,https://www.youtube.com/watch?v=Sn_PmeCGMjY,2021-02-18 20:51:35,Evening,2021,February,18,Thursday
Ana no Terminal,https://www.youtube.com/channel/UCjBDPBy_A8bUnyiXQrwyuxg,Introdução à Programação com Python - Parte 1Ana no Terminal18 de fev. de 2021 20:50:56 BRT,https://www.youtube.com/watch?v=fRTYkia3ysk,2021-02-18 20:50:56,Evening,2021,February,18,Thursday
Centro Cultural Grande Bom Jardim,https://www.youtube.com/channel/UC37W8tTphfoxr0TF4GGdSXA,Masterclass da Cultura Digital | Nina da Hora apresenta Pensamento Computacional e Cidadania DigitalCentro Cultural Grande Bom Jardim18 de fev. de 2021 20:50:04 BRT,https://www.youtube.com/watch?v=Fu951c8ZmG8,2021-02-18 20:50:04,Evening,2021,February,18,Thursday
Diego Managlia,https://www.youtube.com/channel/UC0QQj03_GuNKKjZqQEE_BDw,Como Ganhar Dinheiro na Workana | Minha ExperiênciaDiego Managlia18 de fev. de 2021 11:04:14 BRT,https://www.youtube.com/watch?v=8PVB_iq4rJE,2021-02-18 11:04:14,Morning,2021,February,18,Thursday
Bernardo Castanheira,https://www.youtube.com/channel/UCgC3dgePHl7m2vNO4yvkmxg,Como Ser Freelancer Online (Passo a Passo NA PRÁTICA)Bernardo Castanheira18 de fev. de 2021 10:49:38 BRT,https://www.youtube.com/watch?v=41WlKVdAqsI,2021-02-18 10:49:38,Morning,2021,February,18,Thursday
Odd Tinkering,https://www.youtube.com/channel/UCf_suVrG2dA5BTjJhNLwthQ,Vietnam War Trench Art Lighter Restoration & RepairOdd Tinkering17 de fev. de 2021 14:35:14 BRT,https://www.youtube.com/watch?v=ZYrABMb6VZw,2021-02-17 14:35:14,Noon,2021,February,17,Wednesday
OS HAITIANOS,https://www.youtube.com/channel/UC1vK7onHIChjXfaSb6z5lMQ,EU E ZOIO BRIGAMOS NO PONTO DE ÔNIBUS (PEGADINHA) #OSHAITIANOS #AZIDEA #ZOIO|WillianOS HAITIANOS17 de fev. de 2021 14:33:08 BRT,https://www.youtube.com/watch?v=-D5U4Lf8WEM,2021-02-17 14:33:08,Noon,2021,February,17,Wednesday
ASAP Log para entregadores,https://www.youtube.com/channel/UCMlxaO8PX8UiAB7Sq_NNw_w,Perfil do Veículo ASAPLogASAP Log para entregadores17 de fev. de 2021 14:32:23 BRT,https://www.youtube.com/watch?v=c1h8F5gVf_E,2021-02-17 14:32:23,Noon,2021,February,17,Wednesday
ASAP Log para entregadores,https://www.youtube.com/channel/UCMlxaO8PX8UiAB7Sq_NNw_w,Aplicativo ASAP Log não chama?ASAP Log para entregadores17 de fev. de 2021 14:31:47 BRT,https://www.youtube.com/watch?v=Ni41-LQdAcA,2021-02-17 14:31:47,Noon,2021,February,17,Wednesday
ASAP Log para entregadores,https://www.youtube.com/channel/UCMlxaO8PX8UiAB7Sq_NNw_w,Canal Exclusivo para entregadores ASAP LogASAP Log para entregadores17 de fev. de 2021 14:31:11 BRT,https://www.youtube.com/watch?v=fk0lNGesu34,2021-02-17 14:31:11,Noon,2021,February,17,Wednesday
URI Online Judge,https://www.youtube.com/channel/UCopQwMC2xUTOg2AZZzTu_Dw,Depoimento - Matheus FabianURI Online Judge17 de fev. de 2021 00:39:39 BRT,https://www.youtube.com/watch?v=ISSMsJrhJyg,2021-02-17 00:39:39,Late Night,2021,February,17,Wednesday
Programador Sagaz,https://www.youtube.com/channel/UCaqc3TH-ZdPw7OTIlndvSgQ,URI 1001 - NOSSO PRIMEIRO PROGRAMA! [Codando Todo Dia #1]Programador Sagaz17 de fev. de 2021 00:34:27 BRT,https://www.youtube.com/watch?v=H-Rv3s8YU_g,2021-02-17 00:34:27,Late Night,2021,February,17,Wednesday
Md Mahiuddin,https://www.youtube.com/channel/UCTD7rcMuP3yTWK46ZWIek9w,URI Online Judge 1000 Problems Solutions || Hello World!Md Mahiuddin17 de fev. de 2021 00:30:41 BRT,https://www.youtube.com/watch?v=55LrBITT3Ec,2021-02-17 00:30:41,Late Night,2021,February,17,Wednesday
Mãe independente - Helloise Liz,https://www.youtube.com/channel/UCJgpH0kJU5yWd_S7frjZ9gw,Torneira espanada Como arrumar torneira que não fecha fica girandoMãe independente - Helloise Liz16 de fev. de 2021 18:29:08 BRT,https://www.youtube.com/watch?v=pQSaPG7PZPg,2021-02-16 18:29:08,Evening,2021,February,16,Tuesday
Nomade Programador,https://www.youtube.com/channel/UCf6n1u156YDncbM_wxeaMbw,Função de número primo que retorna verdadeiro ou falso pythonNomade Programador16 de fev. de 2021 00:05:26 BRT,https://www.youtube.com/watch?v=DGo0C-QcQvE,2021-02-16 00:05:26,Late Night,2021,February,16,Tuesday
Doutor Python,https://www.youtube.com/channel/UC-bhqj-oBngk6TRTNwoyEbg,pede um numero e diz se e positivo ou negativoDoutor Python16 de fev. de 2021 00:00:33 BRT,https://www.youtube.com/watch?v=xFDdxXsHLzM,2021-02-16 00:00:33,Late Night,2021,February,16,Tuesday
Aprenda Programando,https://www.youtube.com/channel/UC51-6dVrEReXbNWdMiCWuRg,"Verificar números positivos, negativos ou zeros em Python 3?Aprenda Programando15 de fev. de 2021 23:57:14 BRT",https://www.youtube.com/watch?v=4eISKEIOFk8,2021-02-15 23:57:14,Night,2021,February,15,Monday
Sprouts,https://www.youtube.com/channel/UC-RKpEc4eE9PwJaupN91xYQ,Experiential Learning: How We All Learn NaturallySprouts14 de fev. de 2021 17:42:17 BRT,https://www.youtube.com/watch?v=aF63HHVbpQ8,2021-02-14 17:42:17,Evening,2021,February,14,Sunday
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Eu sou um presentista | Conrado Schlochauer | TEDxPinheirosTEDx Talks14 de fev. de 2021 17:42:11 BRT,https://www.youtube.com/watch?v=_wfpqGBTad8,2021-02-14 17:42:11,Evening,2021,February,14,Sunday
Big Open Source Sibling,https://www.youtube.com/channel/UCQxKAvq-QLq57dqGYI_TuFw,[ChatBoss 1.2] Introdução ao Git e contribuição colaborativaBig Open Source Sibling14 de fev. de 2021 17:40:51 BRT,https://www.youtube.com/watch?v=hBu6fYH07nQ,2021-02-14 17:40:51,Evening,2021,February,14,Sunday
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,FUNÇÕES em PYTHON | Introdução à Programação #12Programação Dinâmica14 de fev. de 2021 17:40:47 BRT,https://www.youtube.com/watch?v=7hJntZxux0M,2021-02-14 17:40:47,Evening,2021,February,14,Sunday
Paulo Rodrigues,https://www.youtube.com/channel/UCJj8TpB9R-DTX4eHvhCB5zQ,BBB 21: NEGO DI ZOMBA DE ARLINDO CRUZ ¨FAZ PIADA¨ E FÁMILIA PROMETE PROCESSARPaulo Rodrigues12 de fev. de 2021 00:34:05 BRT,https://www.youtube.com/watch?v=WFJ-8dkvHXA,2021-02-12 00:34:05,Late Night,2021,February,12,Friday
EU FICO LOKO,https://www.youtube.com/channel/UCwQSkyrft0ohf-ra21yIs9Q,METAFORANDO - PROGRAMA EU FICO LOKO #55EU FICO LOKO11 de fev. de 2021 20:02:16 BRT,https://www.youtube.com/watch?v=kwr8h1K6qNQ,2021-02-11 20:02:16,Evening,2021,February,11,Thursday
ImpérioTeck - Darlos Lima,https://www.youtube.com/channel/UCpZ80Y5DaJn9j1YwYUMLsXw,Como sair da tela MAIN MENU (Recovery) de qualquer celular XiaomiImpérioTeck - Darlos Lima9 de fev. de 2021 17:47:36 BRT,https://www.youtube.com/watch?v=u3Ksj2uyMDk,2021-02-09 17:47:36,Evening,2021,February,9,Tuesday
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Você sente orgulho do código que produz?Eduardo Mendes9 de fev. de 2021 00:08:07 BRT,https://www.youtube.com/watch?v=Sn_PmeCGMjY,2021-02-09 00:08:07,Late Night,2021,February,9,Tuesday
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,O poder dos mini-hábitos | Joel Moraes | TEDxSantosTEDx Talks9 de fev. de 2021 00:07:27 BRT,https://www.youtube.com/watch?v=EDwQxx8wiik,2021-02-09 00:07:27,Late Night,2021,February,9,Tuesday
Centro Cultural Grande Bom Jardim,https://www.youtube.com/channel/UC37W8tTphfoxr0TF4GGdSXA,Masterclass da Cultura Digital | Nina da Hora apresenta Pensamento Computacional e Cidadania DigitalCentro Cultural Grande Bom Jardim9 de fev. de 2021 00:06:48 BRT,https://www.youtube.com/watch?v=Fu951c8ZmG8,2021-02-09 00:06:48,Late Night,2021,February,9,Tuesday
OPER Group,https://www.youtube.com/channel/UCGL-beFZ-t4AHzzZ6O3V2DQ,TED (Legendado): Carol Dweck - O Poder de Acreditar que Você Pode MelhorarOPER Group9 de fev. de 2021 00:04:22 BRT,https://www.youtube.com/watch?v=FN59D2jHwS4,2021-02-09 00:04:22,Late Night,2021,February,9,Tuesday
pythonbrasil,https://www.youtube.com/channel/UCiCQrFh8ckR_LXQyOAsOZiw,[PyBr2020] Trilha PEP20 - Quinta-feira - Dia 05/11 #pybr2020 15pythonbrasil9 de fev. de 2021 00:03:28 BRT,https://www.youtube.com/watch?v=pB5tYMywt44,2021-02-09 00:03:28,Late Night,2021,February,9,Tuesday
TigrãoTV,https://www.youtube.com/channel/UCyzEjyFAs3vIrqIm_i0RB8g,AO VIVO - VILA NOVA X CUIABÁ (COPA VERDE)TigrãoTV8 de fev. de 2021 17:18:15 BRT,https://www.youtube.com/watch?v=7j7DFShik8M,2021-02-08 17:18:15,Evening,2021,February,8,Monday
Hiro Uehara,https://www.youtube.com/channel/UC7_B4ekjgrd9o0JdPH4fKtg,Como trocar a resistência do chuveiro Lorenzetti Bella Ducha 4T 6800w 220V corretamente?Hiro Uehara8 de fev. de 2021 12:33:34 BRT,https://www.youtube.com/watch?v=vCg4fe46pfk,2021-02-08 12:33:34,Morning,2021,February,8,Monday
